vive_padre,vive_madre,n_personas,n_habitaciones,cercania_juegos,cercania_servicios,edad_primer_parto,area,educm,educp
1,1,4,2,4,4,32,1,13,18
1,1,4,2,1,1,17,1,10,11
0,1,3,2,2,2,14,0,9,0
1,1,5,3,1,1,22,1,9,13
0,1,3,2,1,1,35,1,13,15
1,1,3,2,1,1,22,1,15,12
1,1,5,3,1,1,30,1,12,13
0,1,3,3,2,1,19,1,8,0
1,1,4,2,1,1,19,1,13,11
0,1,3,3,1,1,22,1,13,13
0,1,6,3,1,1,19,1,15,16
1,1,5,2,1,1,27,1,13,13
0,1,5,3,1,1,21,1,17,0
1,1,4,2,1,2,18,1,8,13
0,1,5,3,1,1,25,1,13,0
1,1,4,2,1,1,22,1,13,13
1,1,5,3,1,1,18,1,16,18
0,0,5,4,1,1,14,0,0,0
0,1,3,3,1,1,15,1,13,9
0,1,8,5,1,1,20,1,16,13
1,1,3,1,2,1,22,1,13,9
1,1,4,2,1,1,21,1,13,13
1,1,6,3,2,1,19,1,13,13
0,1,4,2,2,1,,1,12,11
1,1,4,2,2,1,33,1,17,15
1,1,6,3,1,1,23,1,20,13
1,1,4,1,1,1,15,1,9,9
0,1,4,2,1,1,27,0,20,13
1,1,4,4,1,1,27,1,13,16
1,1,3,4,1,1,29,1,0,0
1,1,6,4,1,1,17,1,13,15
1,0,3,2,2,1,21,1,13,13
1,1,4,2,1,1,30,1,16,13
0,1,5,4,1,1,20,1,13,13
1,1,7,3,1,1,19,1,9,12
1,1,6,3,2,1,19,1,12,13
0,1,2,1,1,1,15,1,13,0
1,1,5,4,1,1,18,1,9,7
1,1,4,3,1,1,24,1,13,12
0,1,5,2,1,1,18,1,14,0
1,1,3,2,1,1,27,1,13,13
1,1,5,2,1,1,22,1,16,13
1,1,5,3,1,1,24,1,13,16
1,1,4,2,1,1,29,1,18,15
1,1,4,3,1,1,25,1,13,13
1,1,4,2,1,1,22,1,13,15
1,1,6,2,2,1,25,1,11,9
1,1,3,3,1,1,35,1,17,0
1,1,6,3,1,1,21,1,13,13
1,1,3,2,1,1,19,1,13,13
1,0,4,2,1,1,,1,10,13
0,1,7,2,2,2,19,0,13,13
1,1,5,3,1,1,18,1,17,9
1,1,4,3,2,2,22,0,5,9
1,1,4,2,1,1,34,1,18,15
1,1,5,2,1,1,21,1,13,10
1,1,5,2,2,1,28,0,17,17
1,1,5,2,2,1,19,1,10,9
1,1,6,3,2,2,27,1,17,13
1,1,4,3,1,1,18,1,13,13
1,1,4,3,1,1,26,1,13,13
1,1,4,3,1,1,34,1,13,0
1,1,4,3,1,1,28,1,9,13
1,1,6,2,1,1,16,1,13,9
1,1,4,3,1,1,29,1,13,13
0,1,5,3,1,1,24,1,17,13
1,1,5,4,1,1,23,1,11,8
1,1,4,2,1,1,21,1,9,10
0,1,2,2,1,1,21,1,13,0
0,1,3,2,2,1,26,1,13,13
0,1,3,4,1,1,24,1,14,0
1,1,5,4,1,1,19,1,17,11
1,1,4,2,1,1,27,1,13,9
1,1,5,4,1,1,21,1,12,14
1,1,4,3,1,1,33,1,13,8
1,1,5,3,1,1,20,0,9,9
0,1,4,3,1,1,21,1,15,15
0,1,3,2,1,1,30,1,16,13
1,1,4,2,1,1,20,1,13,15
0,1,4,2,1,1,18,1,12,11
0,1,4,5,1,1,21,1,16,0
1,1,6,2,2,1,18,0,0,0
0,1,3,2,1,1,18,0,13,0
1,1,5,3,1,1,19,1,13,13
0,1,4,3,1,2,23,1,16,13
1,1,5,3,1,1,24,1,17,13
0,1,5,4,1,2,20,1,17,17
0,1,2,3,1,1,34,1,13,0
1,1,3,2,1,1,17,1,10,13
0,1,4,3,1,1,22,1,16,15
1,1,4,2,2,2,20,1,12,13
1,1,4,2,1,1,24,1,13,13
1,1,5,3,1,1,28,1,13,13
1,1,4,2,1,1,23,1,13,15
1,1,12,5,1,1,20,1,12,11
1,1,6,3,1,1,16,0,19,13
1,1,4,2,2,1,29,1,13,13
1,0,4,4,1,1,18,1,0,17
1,1,4,1,1,1,19,1,13,20
1,1,4,2,2,2,34,1,13,13
1,1,4,2,1,1,20,1,13,9
1,1,4,2,2,1,30,0,13,10
0,1,4,3,1,1,20,1,14,9
1,1,6,3,1,1,22,1,13,13
0,1,5,2,1,1,17,0,7,0
1,1,4,3,1,1,31,1,16,16
1,1,4,2,1,1,27,1,16,14
1,1,4,3,1,1,20,1,5,5
0,1,3,2,1,2,16,1,9,9
1,1,4,2,1,1,17,1,13,13
0,1,5,3,1,1,17,1,11,16
1,1,4,3,1,1,20,1,13,13
1,1,5,2,1,2,27,0,6,7
0,1,5,3,1,1,21,1,13,13
1,1,4,3,1,1,27,0,17,17
1,1,7,3,1,1,17,1,9,16
1,1,4,2,1,1,28,1,18,17
0,1,3,3,1,1,36,1,13,13
0,1,7,4,1,1,18,1,13,8
1,1,7,4,1,1,18,1,13,16
1,1,4,3,1,1,27,1,18,18
1,1,4,3,1,1,25,1,9,20
1,1,4,2,1,1,17,0,9,7
1,1,5,3,1,2,19,0,8,6
0,0,3,3,1,1,19,0,13,13
1,1,5,3,1,1,25,1,0,19
0,0,4,7,1,1,21,1,16,17
1,1,4,3,1,1,18,1,11,13
1,1,6,4,2,1,19,0,10,10
1,1,4,2,1,1,19,0,13,9
0,1,4,2,1,1,26,1,20,13
1,1,4,3,1,1,19,0,13,13
1,1,5,2,1,1,19,1,13,11
0,1,4,2,1,1,17,1,14,13
1,1,4,2,2,1,17,0,11,0
1,0,5,3,2,1,21,0,13,11
1,1,6,1,1,1,14,1,9,7
1,1,4,2,1,1,32,1,13,20
1,1,4,4,1,1,28,1,18,18
1,1,6,1,2,1,23,0,13,17
0,1,3,2,1,1,18,1,11,11
0,1,3,3,2,2,24,1,16,16
0,1,2,2,1,2,27,0,15,0
0,1,2,2,1,1,22,1,16,13
1,1,4,2,2,1,20,1,13,10
0,1,3,3,1,2,27,1,19,13
0,1,2,2,1,1,27,1,18,18
1,1,4,2,2,2,27,0,9,9
1,1,3,1,1,2,17,1,13,15
1,1,5,2,1,1,22,1,13,13
1,1,4,3,1,1,25,1,0,0
1,0,6,3,1,2,27,1,15,17
0,1,3,1,2,2,21,1,13,13
1,1,4,3,1,1,28,1,15,15
1,1,4,2,2,2,30,1,18,18
1,1,4,3,1,1,24,1,17,17
0,1,4,2,1,1,20,1,13,13
0,1,6,3,1,1,17,1,13,10
0,1,3,2,1,1,28,1,13,0
1,1,3,1,1,1,17,1,13,9
0,1,7,3,2,1,31,1,11,0
1,1,6,3,1,1,18,1,13,13
1,1,4,2,1,1,18,0,5,9
0,1,4,3,2,1,21,1,12,13
1,1,7,3,1,1,28,1,13,13
0,1,7,4,1,1,18,1,18,13
1,1,5,2,1,1,33,1,16,13
1,1,6,3,1,1,26,1,15,15
1,1,5,4,1,1,27,1,13,15
1,1,5,3,2,1,31,1,6,11
1,1,4,3,1,1,31,1,0,18
1,1,4,3,2,1,23,0,12,13
0,1,5,3,2,1,14,1,13,13
1,1,4,2,2,1,23,1,13,13
0,1,5,3,1,1,22,1,14,0
1,1,6,3,1,1,20,1,13,8
1,1,6,2,1,1,25,1,0,9
0,1,8,4,1,1,24,0,13,0
1,1,5,2,1,2,20,1,13,13
0,1,7,1,1,1,18,1,13,3
1,1,6,3,1,1,18,1,13,15
1,1,5,2,1,1,19,0,11,13
1,1,4,5,2,2,37,0,0,9
1,1,4,3,1,1,29,1,18,18
1,1,3,3,1,1,31,1,18,13
1,1,5,2,1,2,18,0,10,14
1,1,4,2,1,1,26,0,15,13
0,1,2,1,2,1,21,1,15,11
1,1,4,4,2,2,21,1,16,13
1,1,4,3,1,1,24,1,11,11
1,1,4,3,2,1,22,1,16,16
1,1,3,2,1,1,23,1,15,13
1,1,4,3,1,1,22,1,18,18
0,1,4,2,2,1,18,0,13,13
1,1,3,2,1,1,19,1,13,13
1,1,7,4,1,1,26,1,13,13
0,1,2,2,1,1,22,1,15,18
0,1,3,2,1,1,20,1,13,13
0,1,6,5,1,1,21,1,18,14
1,1,3,2,1,1,21,1,13,13
1,1,4,3,2,1,30,1,16,13
1,1,3,3,1,1,19,1,13,13
1,1,3,2,1,1,22,1,7,8
1,1,4,3,1,1,25,1,14,15
1,1,4,2,1,1,23,1,9,13
1,1,5,3,1,1,25,1,12,10
0,1,4,2,2,2,17,1,17,16
1,1,3,2,1,1,22,1,13,18
1,1,4,3,1,1,19,1,3,0
0,1,5,3,1,1,29,1,13,10
1,1,3,2,1,1,29,1,13,13
1,1,4,3,1,1,32,1,18,18
1,1,3,1,2,1,17,1,16,12
1,1,5,3,2,2,28,1,13,11
1,1,5,2,1,1,19,1,17,10
1,1,5,2,1,1,22,1,10,11
0,1,4,1,1,1,18,0,16,13
0,1,6,4,2,1,22,1,13,13
1,1,5,2,1,1,29,1,11,17
0,1,4,2,1,1,15,1,16,13
1,1,4,4,1,1,28,1,13,13
1,1,6,3,2,1,24,1,13,15
1,1,4,2,1,1,25,1,18,17
1,1,6,3,1,1,20,1,13,11
1,1,4,2,1,1,36,1,18,15
1,1,4,4,1,1,35,1,20,20
0,1,10,2,1,1,15,1,9,9
1,1,3,2,1,1,28,1,5,5
1,1,6,5,1,1,15,0,6,9
1,1,5,3,1,1,19,1,13,13
1,1,5,2,2,1,19,1,5,13
1,1,4,1,2,1,17,0,9,13
1,1,3,2,1,1,23,1,9,12
1,1,7,3,1,1,16,1,13,13
1,1,4,3,1,1,19,1,13,11
1,1,11,2,1,1,15,1,5,10
1,1,4,3,1,1,17,1,13,12
1,1,4,2,1,1,18,1,13,13
1,1,4,2,1,1,29,1,17,17
1,1,4,4,1,1,19,1,13,13
0,1,4,3,2,2,17,1,15,13
0,1,3,2,1,1,20,1,16,0
1,0,5,3,1,1,,1,0,8
1,1,4,3,1,2,21,1,13,13
1,1,6,3,1,1,20,1,9,11
0,1,5,4,1,1,20,1,17,13
0,1,4,2,1,2,16,1,11,0
1,1,4,2,1,1,25,1,13,13
1,1,4,2,1,1,19,0,13,10
0,1,3,2,1,1,22,1,13,11
0,1,5,2,1,2,22,1,9,13
1,1,4,1,1,1,23,1,14,11
0,1,3,2,1,2,17,1,11,12
1,1,4,2,1,1,31,1,12,10
1,1,4,1,1,1,24,1,13,13
0,1,5,4,1,1,28,1,16,17
1,1,4,2,1,1,18,1,11,9
0,0,4,3,2,1,17,1,12,12
1,1,3,3,1,1,44,1,18,13
1,1,4,2,1,1,23,0,13,12
0,1,4,3,1,1,22,1,16,13
0,1,4,2,1,1,22,1,13,0
1,1,5,4,1,1,20,1,6,9
1,1,4,2,1,1,26,1,13,18
0,1,2,1,2,2,16,0,0,0
0,1,4,3,1,1,16,1,9,13
1,1,4,2,1,1,26,1,13,15
1,1,4,2,1,1,21,1,14,13
0,1,3,2,1,1,17,1,13,0
1,1,5,4,1,1,29,1,11,18
0,0,3,2,1,1,21,1,13,13
1,1,4,2,1,1,22,1,18,13
1,1,6,4,1,1,26,1,15,13
1,1,4,3,1,1,25,0,13,13
1,1,4,3,1,1,17,1,13,16
0,1,4,3,1,1,24,0,13,13
0,1,3,2,1,1,18,1,14,14
1,1,4,3,1,1,20,1,9,12
0,1,5,3,1,1,16,1,16,0
0,1,7,3,1,1,16,1,17,12
1,1,3,2,1,1,20,1,13,8
0,1,3,2,1,1,31,1,20,20
1,1,3,3,1,1,29,1,18,13
1,1,3,3,2,1,21,0,16,13
1,1,4,2,1,1,21,1,15,9
1,1,4,2,1,1,22,1,13,18
1,1,4,3,1,1,22,1,16,18
1,1,5,3,1,1,19,1,18,14
1,1,4,1,1,1,25,1,13,13
1,1,8,6,1,1,24,1,18,0
1,1,4,3,1,1,33,1,17,17
0,1,3,2,1,1,31,1,18,18
0,0,7,3,1,1,20,1,0,0
0,1,3,2,1,2,25,1,13,13
0,1,5,3,1,2,17,0,16,15
1,1,4,2,1,1,22,1,14,13
1,1,6,3,1,1,18,1,2,9
0,1,5,4,1,1,25,1,0,0
0,0,6,4,1,1,20,1,0,0
1,1,3,2,1,1,26,0,13,13
1,1,5,3,1,1,20,1,13,13
0,1,4,2,1,1,19,1,13,13
1,1,4,2,2,1,20,1,18,9
1,1,4,3,1,1,28,1,13,13
0,1,5,3,1,1,19,0,9,13
1,1,4,2,2,2,26,1,13,13
1,1,3,2,1,1,20,1,13,9
1,1,3,3,1,1,37,1,20,20
1,1,3,2,1,1,25,1,13,13
0,0,4,3,1,1,,1,0,0
0,1,3,2,1,1,21,1,0,18
0,1,4,2,1,1,18,1,17,17
1,1,4,3,1,1,35,0,13,13
1,1,5,3,1,1,25,1,13,13
1,1,3,2,1,1,18,1,15,11
0,1,3,3,1,1,22,1,20,0
1,1,5,3,1,1,18,0,7,6
1,1,3,2,1,2,27,1,13,13
1,1,6,3,1,1,22,1,0,4
0,1,7,3,2,2,19,1,14,17
1,1,6,3,1,1,18,1,13,13
1,1,4,2,1,1,33,1,15,15
1,1,5,3,2,2,25,0,13,13
1,1,4,2,1,1,17,1,11,10
1,1,4,2,1,1,16,1,8,8
1,1,4,2,1,1,36,1,17,17
0,1,4,2,2,2,22,1,13,0
0,1,5,3,1,1,17,1,14,13
1,1,3,2,1,1,24,1,18,13
1,1,5,3,1,1,25,1,15,15
1,1,4,3,1,2,18,0,13,13
1,1,4,2,1,1,23,1,18,17
1,1,5,3,1,1,25,1,13,11
1,1,3,2,1,1,29,1,18,13
1,1,4,2,1,1,20,1,7,8
1,1,6,4,2,1,23,1,15,0
0,1,3,3,1,1,17,1,11,11
0,1,4,4,1,1,18,1,15,15
0,1,4,3,2,2,18,1,15,15
0,1,2,1,1,1,22,1,13,0
0,1,2,2,1,1,15,1,16,16
1,1,4,3,1,1,25,0,13,9
1,1,3,2,1,1,21,0,13,11
0,1,3,2,1,1,22,1,0,0
0,1,2,2,2,4,21,1,13,13
1,1,4,3,1,2,18,0,7,5
1,1,3,2,1,1,38,1,13,13
1,1,5,3,1,1,22,1,13,9
0,1,7,2,1,1,21,1,13,13
1,1,4,3,1,1,23,0,9,5
0,1,3,2,1,2,18,1,15,0
0,1,5,2,1,1,30,1,17,13
1,1,4,2,2,1,22,0,13,16
1,1,7,3,1,1,19,1,9,13
1,1,5,3,2,1,17,1,13,12
1,0,5,4,1,1,20,1,0,10
1,1,8,4,1,1,30,1,13,17
0,1,2,2,1,2,26,1,13,0
0,1,5,3,1,1,21,1,13,13
0,1,4,4,1,1,15,1,17,13
1,1,7,2,1,1,17,0,8,10
0,1,8,4,1,1,25,1,16,13
0,1,5,2,1,1,21,1,17,13
1,1,4,3,1,1,28,1,18,19
1,1,9,3,1,1,17,1,11,13
0,1,3,1,2,2,13,0,11,0
1,1,4,3,1,1,19,1,13,10
1,1,3,2,1,1,20,1,16,15
1,1,7,4,1,1,20,1,13,13
1,1,4,3,1,1,26,1,13,16
1,1,3,2,2,1,20,0,13,9
1,1,3,2,1,1,28,1,13,13
0,1,4,3,1,1,18,1,13,13
1,1,6,2,1,1,19,1,13,14
0,1,5,2,1,1,22,1,13,0
1,1,3,2,1,1,18,1,14,14
1,1,4,2,1,1,,1,12,13
0,1,3,2,1,1,26,1,13,13
1,1,3,3,4,4,25,1,0,0
1,1,4,2,2,1,22,1,13,11
1,1,5,3,1,1,35,1,18,17
1,1,6,4,1,1,19,1,11,7
1,1,4,2,1,1,29,1,18,18
1,1,4,3,1,1,26,1,13,13
1,1,3,1,1,4,18,1,16,17
1,1,4,2,1,1,17,1,13,13
1,1,6,3,1,1,20,1,13,12
1,1,4,3,1,1,36,1,13,13
1,0,2,4,2,1,19,1,17,13
0,1,2,1,2,1,21,1,16,13
1,1,6,2,1,1,18,0,9,9
1,1,6,3,1,1,21,1,17,16
1,1,5,3,1,1,23,1,8,3
0,1,2,2,2,2,24,1,9,9
1,1,5,3,2,2,23,1,7,4
0,1,4,3,1,1,27,1,18,18
1,1,4,3,1,1,18,1,13,11
1,1,5,2,1,2,19,1,13,13
1,1,4,2,1,1,20,1,13,9
1,1,4,2,1,1,18,1,13,13
0,1,3,2,1,2,17,1,9,7
0,1,3,3,2,2,19,1,13,8
1,1,6,4,2,1,21,1,13,17
0,1,3,1,1,1,19,1,13,13
0,1,4,3,1,1,35,1,20,0
0,1,4,2,2,1,20,1,13,20
1,1,4,1,1,1,21,1,13,13
1,1,3,1,1,1,20,1,9,13
1,1,3,2,1,1,35,1,17,17
1,0,4,3,1,1,18,1,0,13
0,1,7,3,1,2,14,1,13,13
1,1,5,4,1,1,15,1,8,10
0,1,4,3,1,1,16,1,13,13
1,1,4,2,1,1,21,1,15,13
0,1,7,4,1,1,16,1,13,0
1,1,6,2,1,1,19,1,13,9
0,1,6,4,1,1,17,1,13,13
1,1,4,2,1,2,19,1,7,9
1,1,4,2,1,1,18,1,9,13
1,1,4,3,1,1,27,1,13,9
1,1,3,2,2,1,21,1,15,10
0,1,3,3,1,1,28,1,13,13
1,1,4,2,1,1,24,1,20,20
1,1,4,4,1,1,32,1,13,13
0,1,3,2,1,1,16,1,9,0
1,1,3,2,1,1,19,1,14,11
1,1,3,2,1,1,31,1,13,17
1,1,3,2,1,1,23,1,18,15
1,1,4,1,1,1,22,1,13,16
0,1,5,3,1,1,27,1,13,10
1,1,6,3,1,1,27,1,9,9
1,1,3,2,2,2,23,0,13,20
0,1,2,1,2,2,25,0,13,13
1,1,4,3,1,2,30,1,18,18
1,1,4,2,1,1,25,1,13,14
0,1,3,2,2,2,19,0,14,11
0,1,9,6,1,1,17,1,13,13
1,1,4,2,1,1,18,1,13,13
1,1,4,4,1,1,28,1,13,13
0,1,3,3,1,1,25,1,18,17
0,1,2,1,1,1,25,1,13,16
0,1,8,5,1,1,21,1,14,13
1,1,3,2,1,1,24,1,13,13
0,1,3,2,1,1,18,1,18,13
1,1,4,2,2,1,24,1,13,11
1,1,5,3,1,1,16,1,9,6
1,1,5,2,1,1,26,0,11,9
0,1,3,2,1,1,23,1,13,0
1,1,4,2,1,1,18,1,11,9
1,1,3,2,2,2,20,0,11,15
0,1,2,2,1,1,24,1,13,0
1,1,4,3,1,1,25,1,13,13
0,1,5,3,1,1,20,1,11,0
1,1,4,2,1,1,29,1,12,17
1,1,4,3,1,1,19,1,13,13
1,1,4,3,1,1,24,1,9,9
1,1,4,2,2,2,23,1,4,3
0,1,5,2,1,1,19,1,13,12
0,1,6,3,1,1,15,1,10,0
1,1,4,3,2,2,16,1,9,9
1,1,5,3,1,1,18,1,11,13
1,1,4,2,1,1,38,1,13,13
0,1,3,2,1,1,26,1,13,13
1,1,3,4,1,1,24,1,9,0
1,1,3,2,1,1,21,1,13,13
1,1,5,3,2,2,31,1,13,9
0,1,6,4,1,1,27,1,13,0
0,1,6,4,2,1,27,0,9,0
1,1,4,2,2,1,21,1,16,13
1,1,4,4,1,2,23,1,17,17
1,1,3,1,1,1,15,1,11,11
1,1,4,3,1,1,21,1,13,13
1,1,5,2,1,1,21,1,13,13
0,1,3,2,1,1,18,1,13,0
0,1,5,4,1,1,25,1,17,18
1,1,4,3,1,2,26,1,0,0
1,1,4,2,1,1,20,0,5,9
0,1,3,2,2,2,27,1,13,0
1,1,3,1,1,1,28,1,13,13
1,1,4,2,2,1,20,1,9,13
1,1,4,3,1,1,19,1,0,0
0,1,3,1,1,1,15,1,13,13
0,1,3,1,1,1,22,1,8,13
1,1,3,2,1,1,23,1,13,13
1,1,4,2,1,1,19,1,13,13
1,1,3,1,1,1,17,1,11,13
0,1,6,3,1,1,19,1,11,13
1,1,3,2,1,2,24,1,17,13
1,1,4,3,1,1,19,1,15,15
1,1,4,1,1,1,21,1,13,11
1,1,3,2,1,1,25,1,13,13
1,1,4,3,1,1,34,1,0,0
1,1,4,2,1,1,31,1,13,13
1,1,5,2,1,2,18,1,13,13
1,1,4,2,1,1,21,0,13,11
1,1,4,2,1,1,28,1,15,17
1,1,3,2,1,1,18,1,16,13
1,1,7,4,1,1,18,0,13,13
1,1,5,4,1,1,30,1,18,0
1,1,3,2,1,1,20,1,9,9
0,1,3,2,1,1,18,1,13,9
1,1,7,3,1,1,27,1,12,13
0,1,3,2,2,1,19,0,6,0
1,1,5,3,1,1,21,1,13,10
0,1,3,2,1,1,19,1,13,0
1,1,5,3,1,1,28,1,15,15
1,1,6,3,1,1,16,1,11,12
0,1,8,2,2,2,18,1,10,9
1,1,5,3,1,1,19,1,6,11
0,1,2,1,2,2,21,0,13,0
0,1,2,2,1,1,23,1,15,15
0,1,5,2,2,1,19,1,13,18
0,1,5,3,1,1,20,1,18,0
0,1,4,2,1,1,20,1,13,0
1,1,4,2,1,1,23,1,13,9
1,1,4,2,2,2,23,1,18,19
0,1,7,4,1,1,17,1,13,0
1,1,4,2,1,1,24,1,18,16
0,0,4,2,1,1,21,1,13,8
1,1,4,2,1,1,16,1,20,13
1,1,4,3,1,1,24,1,13,13
1,1,4,2,1,1,28,1,13,19
1,1,4,3,1,1,22,1,14,15
0,1,3,2,1,1,25,1,15,13
0,1,5,2,1,1,17,1,16,16
0,1,3,2,1,1,18,1,18,15
1,1,4,2,1,1,26,1,7,13
1,1,4,2,1,1,19,1,13,13
1,1,7,3,1,1,20,1,12,9
1,1,4,2,1,1,19,1,13,13
1,1,6,4,1,1,27,1,20,13
1,1,4,1,1,1,29,1,13,14
1,1,4,2,1,1,19,0,9,12
1,0,5,3,1,1,22,1,13,16
1,1,8,4,2,2,20,1,17,19
1,0,4,2,1,1,26,1,13,13
1,1,5,3,2,1,16,1,8,11
1,1,4,2,1,1,20,1,9,13
0,1,3,2,1,1,27,1,12,0
1,1,4,4,1,1,,1,0,13
1,1,4,2,1,1,15,1,11,9
0,1,6,3,1,1,25,1,15,13
1,1,4,3,1,1,33,1,18,18
1,1,4,2,2,2,21,1,12,9
1,1,4,3,1,1,22,1,15,15
1,1,4,3,1,1,24,0,13,13
1,1,4,3,1,1,15,1,13,13
1,1,3,2,1,1,28,1,13,17
1,1,6,4,1,2,27,1,13,13
1,1,4,1,1,1,31,0,8,5
0,1,3,2,2,1,19,1,13,0
0,1,4,3,1,1,20,1,13,13
0,1,4,2,1,1,24,1,13,10
1,1,5,3,1,1,21,1,16,13
1,1,3,2,1,1,24,1,18,19
1,1,7,5,1,1,15,1,13,6
1,1,3,2,1,1,19,1,16,19
1,1,4,2,2,2,22,1,15,9
1,1,5,4,2,1,17,0,13,9
0,1,5,5,1,1,20,1,7,0
0,1,6,2,1,1,16,1,13,0
1,1,4,2,2,1,19,1,13,13
1,1,5,3,2,2,18,1,13,13
0,0,2,3,1,1,17,1,0,0
1,1,4,1,2,2,19,0,13,9
0,1,4,3,1,1,29,1,17,18
1,1,4,2,1,1,17,1,13,13
1,1,6,2,2,1,22,1,14,11
1,1,5,3,2,2,26,1,13,13
1,1,3,2,1,2,26,1,13,13
1,1,8,3,1,1,18,1,11,13
0,1,2,2,1,1,16,1,13,15
1,1,4,2,1,1,19,1,11,5
1,1,7,3,2,2,25,1,13,0
1,1,5,3,1,1,25,1,15,0
1,1,4,3,1,1,20,1,13,13
1,1,4,2,1,1,23,1,13,13
0,1,5,2,1,1,23,1,15,0
1,1,5,2,2,2,28,0,13,13
1,1,3,3,1,1,27,1,0,0
1,1,5,3,2,2,23,0,0,0
1,1,5,3,2,2,21,1,13,12
1,1,5,3,1,1,16,0,17,17
1,1,4,2,1,1,29,1,17,13
1,0,6,6,1,1,30,1,13,13
1,1,3,3,1,2,20,1,13,11
1,1,5,3,1,1,21,1,15,15
1,1,5,3,1,1,26,1,13,13
1,1,3,1,2,1,17,1,9,9
1,1,5,4,1,1,16,1,0,19
1,1,6,2,1,1,25,1,13,13
0,1,4,3,1,1,28,1,17,9
1,1,5,3,1,1,23,1,6,13
0,1,3,2,2,1,21,1,13,13
1,1,4,2,1,2,28,1,8,8
1,1,4,3,1,1,21,1,13,13
1,1,5,2,1,1,27,1,0,16
1,1,4,2,1,2,27,1,13,0
1,1,4,2,1,1,22,1,13,17
0,1,3,1,1,1,18,1,13,13
0,1,7,2,1,1,15,1,5,9
0,1,4,3,2,1,23,1,13,13
0,1,2,2,1,1,20,1,15,12
1,1,4,3,1,1,29,1,15,17
0,1,3,3,1,1,21,1,15,0
1,1,4,2,2,1,16,0,8,6
1,1,3,2,1,1,17,0,15,16
1,1,3,2,1,1,27,1,15,15
1,1,4,2,1,1,23,1,13,13
0,1,5,3,1,2,18,1,9,0
1,1,4,3,1,1,26,1,13,13
0,1,2,2,2,2,29,0,9,0
1,1,4,2,2,1,14,0,8,9
1,1,5,3,1,1,22,1,16,13
1,1,6,2,1,1,23,1,6,12
0,1,7,3,1,1,19,1,16,13
0,1,4,2,1,2,18,1,13,0
0,1,3,2,1,1,17,0,13,0
0,1,4,2,1,1,,1,11,0
1,1,5,4,1,1,27,1,18,18
0,1,4,3,1,1,24,1,18,13
1,1,3,1,2,1,17,0,9,9
1,1,4,2,1,1,24,1,13,13
1,1,4,4,1,1,23,1,9,17
1,1,4,3,2,1,23,1,17,13
0,1,3,2,1,1,16,1,13,13
1,1,3,3,1,1,19,1,15,17
1,1,4,1,1,1,22,1,11,10
1,1,8,3,1,1,23,1,18,14
1,1,4,2,1,4,18,1,11,13
1,1,4,3,2,2,21,1,18,0
0,1,5,2,1,1,17,1,13,15
0,1,3,2,1,1,23,1,16,0
1,1,3,2,1,1,30,1,13,13
0,1,5,4,1,1,18,1,13,0
1,1,5,4,1,1,21,1,8,9
1,1,4,3,1,1,21,1,13,13
1,1,3,2,1,1,21,1,13,13
0,1,3,2,1,1,19,1,18,0
1,1,6,2,1,2,17,1,12,9
1,1,4,2,1,1,20,1,11,13
0,1,4,3,1,1,,1,13,13
1,1,5,1,1,1,32,1,13,13
0,1,4,3,2,1,19,1,9,0
1,1,4,3,1,1,23,1,16,13
1,1,3,2,1,1,22,1,12,14
0,1,5,3,1,1,21,1,13,15
1,1,3,1,1,1,35,1,13,11
0,1,4,3,1,1,21,1,15,0
1,1,3,3,1,1,,1,0,0
1,1,5,2,1,2,16,1,13,13
0,1,3,3,1,1,21,1,20,11
1,1,3,2,1,1,25,1,17,16
0,1,5,3,1,1,18,1,15,13
0,1,5,3,1,1,19,1,20,13
0,1,4,3,1,1,20,1,11,0
1,1,4,2,1,1,21,1,16,16
1,1,6,3,2,2,24,1,17,13
1,1,4,3,1,1,22,1,15,13
1,1,4,3,1,1,23,1,13,9
1,1,6,4,1,1,15,1,13,11
1,1,4,3,1,1,21,1,13,13
1,1,4,3,1,1,26,1,16,13
0,1,7,4,1,1,21,1,16,0
1,1,6,4,1,2,19,1,13,13
1,1,3,2,1,1,17,1,16,13
1,1,4,2,1,1,19,1,13,13
1,1,4,2,2,1,14,1,8,10
1,1,3,2,1,1,22,1,13,15
1,1,5,3,1,1,14,1,9,13
1,1,6,3,1,1,21,1,13,13
1,1,4,2,2,1,16,0,12,14
1,1,4,3,1,1,21,1,13,13
1,1,4,3,1,1,32,1,18,18
1,1,4,2,1,1,19,1,13,11
0,1,5,3,1,1,26,1,18,0
0,1,6,3,1,1,24,1,13,13
0,1,2,1,1,1,26,1,13,0
1,1,5,2,1,2,18,1,12,9
0,1,4,3,1,1,27,1,13,0
0,1,5,3,1,1,25,1,16,13
1,1,4,3,1,1,30,1,20,20
0,1,4,5,1,1,20,1,13,13
0,1,5,4,1,1,24,1,20,0
1,1,7,3,2,1,19,1,13,9
0,1,6,3,1,1,25,1,18,13
1,1,7,3,1,1,25,1,8,6
1,1,4,2,1,1,26,1,13,13
1,1,4,3,1,1,29,1,19,0
1,1,3,2,2,1,27,1,13,20
0,1,5,2,1,1,18,1,11,16
1,1,6,4,1,1,22,1,19,17
0,1,8,4,2,2,22,1,13,5
0,1,3,2,1,1,23,1,13,0
1,1,5,3,1,1,15,1,9,10
1,1,4,3,1,1,17,1,14,15
1,1,4,3,1,1,30,1,17,18
